library,term,traits_tested,traits_P_lt_0_005,minimum_P,maximum_P,minimum_BH_FDR,FDR_significant_any_trait
GO_BP_2023,Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032),3,0,0.78948,0.9253,0.976142569832402,False
GO_BP_2023,Cardiac Muscle Cell Membrane Repolarization (GO:0099622),3,0,0.81788,0.92538,0.9862213935648838,False
Reactome_2022,Signal Amplification R-HSA-392518,3,0,0.56427,0.92539,0.9529937644341802,False
GO_BP_2023,Tetrahydrofolate Metabolic Process (GO:0046653),3,0,0.78077,0.92562,0.9790836304347826,False
Reactome_2022,Digestion R-HSA-8935690,3,0,0.86125,0.9257,0.976485253558719,False
Reactome_2022,Dual Incision In GG-NER R-HSA-5696400,3,0,0.83875,0.9258,0.9838880318006016,False
Reactome_2022,Integration Of Energy Metabolism R-HSA-163685,3,0,0.71483,0.92596,0.9630497782415862,False
GO_BP_2023,Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664),3,0,0.24646,0.92608,0.9142010813887308,False
Reactome_2022,Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,3,0,0.52173,0.92659,0.9722129199861448,False
GO_BP_2023,Regulated Exocytosis (GO:0045055),3,0,0.81606,0.92681,0.9834332444444444,False
GO_BP_2023,Establishment Of Vesicle Localization (GO:0051650),3,0,0.79767,0.92685,0.9789357831325302,False
GO_BP_2023,Regulation Of Bone Resorption (GO:0045124),3,0,0.63043,0.92703,0.9541864256075874,False
GO_BP_2023,Eye Morphogenesis (GO:0048592),3,0,0.82487,0.92725,0.9735597498842056,False
Reactome_2022,SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214,3,0,0.79858,0.92733,0.9716265846736044,False
GO_BP_2023,Regulation Of Angiogenesis (GO:0045765),3,0,0.90869,0.92735,0.9882077941490498,False
Reactome_2022,Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,3,0,0.87369,0.92738,0.9872367447860676,False
Reactome_2022,Removal Of Flap Intermediate From C-strand R-HSA-174437,3,0,0.45191,0.92755,0.9393504765535644,False
GO_BP_2023,Potassium Ion Import Across Plasma Membrane (GO:1990573),3,0,0.69263,0.92761,0.9757301514332072,False
GO_BP_2023,Induction Of Positive Chemotaxis (GO:0050930),3,0,0.82924,0.92771,0.9847726772346984,False
Reactome_2022,Listeria Monocytogenes Entry Into Host Cells R-HSA-8876384,3,0,0.77485,0.92781,0.9802537908820615,False
GO_BP_2023,Negative Regulation Of Cellular Senescence (GO:2000773),3,0,0.78292,0.92808,0.9803695523856368,False
GO_BP_2023,Inflammatory Response (GO:0006954),3,0,0.61972,0.92812,0.9541864256075874,False
GO_BP_2023,Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),3,0,0.41919,0.92815,0.935003111305872,False
GO_BP_2023,Positive Regulation Of Ras Protein Signal Transduction (GO:0046579),3,0,0.81131,0.92817,0.9850338522253892,False
GO_BP_2023,Negative Regulation Of Lipid Metabolic Process (GO:0045833),3,0,0.72966,0.9282,0.9633276891405044,False
GO_BP_2023,Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630),3,0,0.65905,0.92853,0.9757301514332072,False
GO_BP_2023,Cilium Assembly (GO:0060271),3,0,0.75626,0.92858,0.9650268615692156,False
GO_BP_2023,Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103),3,0,0.49779,0.92861,0.9409529977794228,False
GO_BP_2023,Negative Regulation Of Interleukin-1 Beta Production (GO:0032691),3,0,0.83764,0.92864,0.976142569832402,False
Reactome_2022,Late Endosomal Microautophagy R-HSA-9615710,3,0,0.67501,0.92875,0.9594529181792796,False
Reactome_2022,Interleukin-10 Signaling R-HSA-6783783,3,0,0.5263,0.92877,0.9491416578108396,False
GO_BP_2023,Regulation Of Keratinocyte Migration (GO:0051547),3,0,0.37906,0.92891,0.9673418390162102,False
GO_BP_2023,Extracellular Matrix Organization (GO:0030198),3,0,0.81014,0.92921,0.984280928938356,False
Reactome_2022,Processive Synthesis On C-strand Of Telomere R-HSA-174414,3,0,0.38726,0.92959,0.932385674025364,False
GO_BP_2023,Detection Of Chemical Stimulus Involved In Sensory Perception (GO:0050907),3,0,0.7747,0.92961,0.9716265846736044,False
GO_BP_2023,Regulation Of Transmembrane Transport (GO:0034762),3,0,0.78366,0.93001,0.9804848611452446,False
GO_BP_2023,Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),3,0,0.8044,0.93004,0.9716265846736044,False
GO_BP_2023,Hexose Biosynthetic Process (GO:0019319),3,0,0.56734,0.93015,0.9529937644341802,False
GO_BP_2023,Cellular Response To Mechanical Stimulus (GO:0071260),3,0,0.64145,0.93037,0.9757301514332072,False
GO_BP_2023,Receptor Internalization (GO:0031623),3,0,0.62453,0.93046,0.9750976857490864,False
GO_BP_2023,Acylglycerol Biosynthetic Process (GO:0046463),3,0,0.72779,0.93046,0.9632415368639669,False
Reactome_2022,ERCC6 (CSB) And EHMT2 (G9a) Positively Regulate rRNA Expression R-HSA-427389,3,0,0.84903,0.93062,0.9859583566961396,False
GO_BP_2023,Epithelial Structure Maintenance (GO:0010669),3,0,0.61643,0.93071,0.9720412317327768,False
Reactome_2022,VEGFR2 Mediated Cell Proliferation R-HSA-5218921,3,0,0.8892,0.93084,0.9839391799055388,False
Reactome_2022,Translesion Synthesis By POLH R-HSA-110320,3,0,0.86176,0.93087,0.9842286126526084,False
GO_BP_2023,Regulation Of Long-Term Neuronal Synaptic Plasticity (GO:0048169),3,0,0.84112,0.93088,0.976142569832402,False
GO_BP_2023,Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808),3,0,0.73533,0.93094,0.9802537908820615,False
GO_BP_2023,Regulation Of Amyloid-Beta Clearance (GO:1900221),3,0,0.59356,0.93114,0.9540388679245284,False
GO_BP_2023,Amino Acid Import Across Plasma Membrane (GO:0089718),3,0,0.884,0.9312,0.9790836304347826,False
Reactome_2022,Amino Acid Transport Across Plasma Membrane R-HSA-352230,3,0,0.80611,0.93128,0.9716265846736044,False
GO_BP_2023,Positive Regulation Of Leukocyte Migration (GO:0002687),3,0,0.84213,0.93165,0.9862213935648838,False
GO_BP_2023,Regulation Of Neuronal Synaptic Plasticity (GO:0048168),3,0,0.59322,0.93174,0.9750976857490864,False
GO_BP_2023,Protein auto-ADP-ribosylation (GO:0070213),3,0,0.6773,0.93183,0.9602724609909662,False
Reactome_2022,Signaling By RAF1 Mutants R-HSA-9656223,3,0,0.84694,0.93211,0.9847726772346984,False
GO_BP_2023,Regulation Of Insulin Secretion (GO:0050796),3,0,0.43745,0.93228,0.9393504765535644,False
GO_BP_2023,Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),3,0,0.88263,0.93228,0.9850338522253892,False
Reactome_2022,G-protein Beta:Gamma Signaling R-HSA-397795,3,0,0.72349,0.9323,0.9630497782415862,False
GO_BP_2023,cAMP Metabolic Process (GO:0046058),3,0,0.89234,0.93257,0.9872367447860676,False
Reactome_2022,Intra-Golgi Traffic R-HSA-6811438,3,0,0.72969,0.93274,0.9802537908820615,False
Reactome_2022,Cell Surface Interactions At Vascular Wall R-HSA-202733,3,0,0.4819,0.93277,0.9393504765535644,False
GO_BP_2023,Sensory Perception Of Sound (GO:0007605),3,0,0.83072,0.93303,0.9834332444444444,False
Reactome_2022,Regulation Of Necroptotic Cell Death R-HSA-5675482,3,0,0.18726,0.9333,0.9649076779026218,False
GO_BP_2023,Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880),3,0,0.92164,0.93346,0.9886370624999998,False
GO_BP_2023,"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",3,0,0.63872,0.93351,0.9691778245983672,False
GO_BP_2023,Response To Insulin (GO:0032868),3,0,0.83921,0.93351,0.9859146284501062,False
GO_BP_2023,ATP Metabolic Process (GO:0046034),3,0,0.3115,0.93395,0.9142010813887308,False
Reactome_2022,Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,3,0,0.43519,0.93414,0.9393504765535644,False
Reactome_2022,Signaling By BRAF And RAF1 Fusions R-HSA-6802952,3,0,0.91887,0.93427,0.987558130762783,False
GO_BP_2023,Negative Regulation Of Interleukin-1 Production (GO:0032692),3,0,0.86537,0.93444,0.9777432408435072,False
GO_BP_2023,Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625),3,0,0.87354,0.93463,0.977819322928116,False
GO_BP_2023,Isotype Switching (GO:0045190),3,0,0.64444,0.93477,0.9571635833090166,False
Reactome_2022,Degradation Of Extracellular Matrix R-HSA-1474228,3,0,0.88712,0.93489,0.9872367447860676,False
GO_BP_2023,N-terminal Protein Amino Acid Acetylation (GO:0006474),3,0,0.72789,0.93498,0.9802537908820615,False
GO_BP_2023,Regulation Of Stem Cell Proliferation (GO:0072091),3,0,0.91761,0.93501,0.987558130762783,False
GO_BP_2023,Peptidyl-Tyrosine Phosphorylation (GO:0018108),3,0,0.43473,0.93512,0.9673418390162102,False
Reactome_2022,Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955,3,0,0.82855,0.93524,0.985823103522801,False
GO_BP_2023,Signal Transduction In Response To DNA Damage (GO:0042770),3,0,0.74209,0.93544,0.9802537908820615,False
GO_BP_2023,Cardiac Conduction (GO:0061337),3,0,0.81087,0.93571,0.9735073273837482,False
GO_BP_2023,Nucleotide-Sugar Biosynthetic Process (GO:0009226),3,0,0.89695,0.93574,0.9838880318006016,False
GO_BP_2023,Protein Export From Nucleus (GO:0006611),3,0,0.21159,0.93589,0.9142010813887308,False
Reactome_2022,Defensins R-HSA-1461973,3,0,0.81389,0.93601,0.9735073273837482,False
GO_BP_2023,Inorganic Anion Transmembrane Transport (GO:0098661),3,0,0.87961,0.93617,0.9872367447860676,False
Reactome_2022,Ca2+ Pathway R-HSA-4086398,3,0,0.9018,0.93619,0.9862213935648838,False
Reactome_2022,N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668,3,0,0.78914,0.93674,0.9820676607186508,False
GO_BP_2023,Cellular Response To Zinc Ion (GO:0071294),3,0,0.51061,0.93697,0.9722129199861448,False
GO_BP_2023,Regulation Of Cell Fate Specification (GO:0042659),3,0,0.68305,0.937,0.9602724609909662,False
GO_BP_2023,Regulation Of Acrosome Reaction (GO:0060046),3,0,0.86204,0.9371,0.976485253558719,False
Reactome_2022,Glycoprotein Hormones R-HSA-209822,3,0,0.82646,0.93743,0.9737437398750288,False
GO_BP_2023,Negative Regulation Of Programmed Necrotic Cell Death (GO:0062099),3,0,0.7668,0.93748,0.9802537908820615,False
GO_BP_2023,Triglyceride Metabolic Process (GO:0006641),3,0,0.87657,0.93761,0.97888137340939,False
GO_BP_2023,Protein Insertion Into Membrane (GO:0051205),3,0,0.46767,0.93768,0.9722129199861448,False
GO_BP_2023,Protein Localization (GO:0008104),3,0,0.6917,0.93769,0.9757301514332072,False
Reactome_2022,Negative Regulation Of FLT3 R-HSA-9706369,3,0,0.87858,0.93887,0.9838880318006016,False
GO_BP_2023,Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),3,0,0.50284,0.93955,0.9673418390162102,False
GO_BP_2023,Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),3,0,0.67676,0.93956,0.960191332218506,False
GO_BP_2023,L-glutamate Transmembrane Transport (GO:0015813),3,0,0.71092,0.93957,0.9761951560818084,False
GO_BP_2023,Negative Regulation Of Response To External Stimulus (GO:0032102),3,0,0.62329,0.93966,0.9541864256075874,False
Reactome_2022,SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796,3,0,0.52792,0.93984,0.9505385600553824,False
Reactome_2022,Cellular Hexose Transport R-HSA-189200,3,0,0.82277,0.93984,0.9847726772346984,False
GO_BP_2023,Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),3,0,0.78163,0.94,0.9803695523856368,False
GO_BP_2023,Embryonic Heart Tube Development (GO:0035050),3,0,0.85299,0.94001,0.976142569832402,False
GO_BP_2023,tRNA Metabolic Process (GO:0006399),3,0,0.70023,0.94031,0.961542032892963,False
GO_BP_2023,Synaptic Vesicle Localization (GO:0097479),3,0,0.71641,0.94035,0.9725014216806296,False
GO_BP_2023,Positive Regulation Of Lymphocyte Migration (GO:2000403),3,0,0.8862,0.94043,0.9800599826200306,False
Reactome_2022,G Beta:Gamma Signaling Thru PLC Beta R-HSA-418217,3,0,0.73212,0.94057,0.9633276891405044,False
GO_BP_2023,Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567),3,0,0.7517,0.9407,0.9802537908820615,False
Reactome_2022,Termination Of Translesion DNA Synthesis R-HSA-5656169,3,0,0.93342,0.9407,0.9900192061194956,False
Hallmark_2020,G2-M Checkpoint,3,0,0.87444,0.94083,0.9780047462096242,False
GO_BP_2023,Cellular Response To cAMP (GO:0071320),3,0,0.70625,0.94116,0.9757301514332072,False
GO_BP_2023,Epithelial Cell Differentiation (GO:0030855),3,0,0.55354,0.9412,0.9529937644341802,False
GO_BP_2023,Cardiac Muscle Cell Development (GO:0055013),3,0,0.92166,0.94129,0.9880474726200508,False
GO_BP_2023,Response To Amino Acid (GO:0043200),3,0,0.56192,0.94133,0.973169238476954,False
GO_BP_2023,Cell Morphogenesis Involved In Differentiation (GO:0000904),3,0,0.88033,0.94134,0.9790836304347826,False
GO_BP_2023,Regulation Of Adenylate Cyclase Activity (GO:0045761),3,0,0.89018,0.94134,0.982331397616468,False
Reactome_2022,Estrogen-dependent Gene Expression R-HSA-9018519,3,0,0.52477,0.94141,0.9722129199861448,False
GO_BP_2023,Positive Regulation Of Lymphocyte Activation (GO:0051251),3,0,0.69989,0.94148,0.9757301514332072,False
Reactome_2022,Formation Of Cornified Envelope R-HSA-6809371,3,0,0.68414,0.94158,0.9757301514332072,False
GO_BP_2023,Neural Crest Cell Differentiation (GO:0014033),3,0,0.68815,0.94159,0.9602724609909662,False
GO_BP_2023,Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463),3,0,0.74718,0.94182,0.9802537908820615,False
GO_BP_2023,Regulation Of T Cell Migration (GO:2000404),3,0,0.91455,0.94188,0.9890306040833508,False
GO_BP_2023,Mitochondrial Protein Processing (GO:0034982),3,0,0.85947,0.94195,0.985823103522801,False
GO_BP_2023,Cellular Response To Acetylcholine (GO:1905145),3,0,0.81807,0.94196,0.9735597498842056,False
GO_BP_2023,Regulation Of Biomineral Tissue Development (GO:0070167),3,0,0.66069,0.94202,0.9583676546024508,False
GO_BP_2023,Relaxation Of Cardiac Muscle (GO:0055119),3,0,0.8748,0.94227,0.9872367447860676,False
GO_BP_2023,Epithelial Cilium Movement Involved In Extracellular Fluid Movement (GO:0003351),3,0,0.4529,0.94309,0.9393504765535644,False
GO_BP_2023,Regulation Of Calcium-Mediated Signaling (GO:0050848),3,0,0.50295,0.94348,0.9722129199861448,False
Reactome_2022,Signaling By FGFR R-HSA-190236,3,0,0.87991,0.94356,0.9872367447860676,False
GO_BP_2023,Ribonucleoprotein Complex Biogenesis (GO:0022613),3,0,0.59544,0.94373,0.9750976857490864,False
GO_BP_2023,Negative Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901029),3,0,0.8987,0.94402,0.9838880318006016,False
GO_BP_2023,Protein Transmembrane Import Into Intracellular Organelle (GO:0044743),3,0,0.71175,0.94408,0.9625746549893844,False
GO_BP_2023,Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),3,0,0.78791,0.94411,0.970808271219043,False
GO_BP_2023,Positive Regulation Of T-helper Cell Differentiation (GO:0045624),3,0,0.87145,0.94425,0.9790836304347826,False
GO_BP_2023,Negative Regulation Of Reproductive Process (GO:2000242),3,0,0.76306,0.94428,0.9802537908820615,False
Reactome_2022,Regulation Of FOXO Transcriptional Activity By Acetylation R-HSA-9617629,3,0,0.67352,0.94476,0.9757301514332072,False
Reactome_2022,Regulation Of TP53 Activity Thru Association With Co-factors R-HSA-6804759,3,0,0.74555,0.94519,0.970808271219043,False
GO_BP_2023,Cellular Response To Forskolin (GO:1904322),3,0,0.7859,0.94525,0.9812312668463612,False
GO_BP_2023,Response To Forskolin (GO:1904321),3,0,0.7859,0.94525,0.9812312668463612,False
GO_BP_2023,Positive Regulation Of Phospholipase Activity (GO:0010518),3,0,0.82519,0.94525,0.9735597498842056,False
GO_BP_2023,L-glutamate Import (GO:0051938),3,0,0.80958,0.94527,0.9865069984094524,False
GO_BP_2023,Mitochondrial RNA Metabolic Process (GO:0000959),3,0,0.84087,0.94536,0.9865069984094524,False
GO_BP_2023,Positive Regulation Of Lipid Storage (GO:0010884),3,0,0.82161,0.94537,0.9735597498842056,False
Reactome_2022,PCNA-Dependent Long Patch Base Excision Repair R-HSA-5651801,3,0,0.90163,0.94557,0.9872367447860676,False
GO_BP_2023,tRNA Wobble Uridine Modification (GO:0002098),3,0,0.85552,0.94595,0.976142569832402,False
GO_BP_2023,Cellular Response To Copper Ion (GO:0071280),3,0,0.69487,0.94604,0.9757301514332072,False
GO_BP_2023,Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176),3,0,0.24507,0.94618,0.9142010813887308,False
Reactome_2022,Negative Regulation Of FGFR3 Signaling R-HSA-5654732,3,0,0.89198,0.94667,0.9872367447860676,False
GO_BP_2023,Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173),3,0,0.74615,0.94679,0.9636665240372516,False
GO_BP_2023,CRD-mediated mRNA Stabilization (GO:0070934),3,0,0.83881,0.94717,0.9783701558042572,False
GO_BP_2023,Phospholipid Translocation (GO:0045332),3,0,0.93115,0.94735,0.9893541510221108,False
Reactome_2022,FGFR2 Mutant Receptor Activation R-HSA-1839126,3,0,0.81171,0.94777,0.9865069984094524,False
GO_BP_2023,Positive Regulation Of TOR Signaling (GO:0032008),3,0,0.81506,0.94801,0.9865069984094524,False
GO_BP_2023,Intracellular Protein Transport (GO:0006886),3,0,0.76067,0.94831,0.965538728179551,False
GO_BP_2023,Establishment Of Protein Localization To Vacuole (GO:0072666),3,0,0.82492,0.94836,0.9865069984094524,False
GO_BP_2023,Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),3,0,0.34684,0.94843,0.922255873493976,False
GO_BP_2023,Protein Methylation (GO:0006479),3,0,0.64928,0.94849,0.957209686691578,False
Reactome_2022,Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,3,0,0.93067,0.94861,0.9893107172470978,False
GO_BP_2023,Adrenergic Receptor Signaling Pathway (GO:0071875),3,0,0.76796,0.94869,0.9802537908820615,False
Reactome_2022,Presynaptic Depolarization And Calcium Channel Opening R-HSA-112308,3,0,0.91911,0.94879,0.9876359612141652,False
GO_BP_2023,Regulation Of Neuroinflammatory Response (GO:0150077),3,0,0.61881,0.9488,0.9541864256075874,False
GO_BP_2023,Interleukin-6-Mediated Signaling Pathway (GO:0070102),3,0,0.62344,0.94908,0.9541864256075874,False
Reactome_2022,Mismatch Repair R-HSA-5358508,3,0,0.93852,0.94911,0.9908722669973136,False
GO_BP_2023,Integrated Stress Response Signaling (GO:0140467),3,0,0.60756,0.94966,0.9541864256075874,False
Reactome_2022,FGFR3 Mutant Receptor Activation R-HSA-2033514,3,0,0.83311,0.94981,0.9865069984094524,False
GO_BP_2023,Camera-Type Eye Development (GO:0043010),3,0,0.88483,0.94984,0.9790836304347826,False
GO_BP_2023,Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719),3,0,0.3896,0.9499,0.9673418390162102,False
Reactome_2022,Amine Ligand-Binding Receptors R-HSA-375280,3,0,0.89304,0.94992,0.9834646473388144,False
GO_BP_2023,Regulation Of Receptor Internalization (GO:0002090),3,0,0.90501,0.95027,0.9855283769410764,False
GO_BP_2023,Multivesicular Body Assembly (GO:0036258),3,0,0.86293,0.95031,0.9872367447860676,False
GO_BP_2023,Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),3,0,0.69243,0.95036,0.961542032892963,False
GO_BP_2023,Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047),3,0,0.19274,0.95043,0.9649076779026218,False
GO_BP_2023,Purine-Containing Compound Biosynthetic Process (GO:0072522),3,0,0.69153,0.95062,0.9757301514332072,False
GO_BP_2023,Protein Transport (GO:0015031),3,0,0.83636,0.95081,0.976142569832402,False
Hallmark_2020,Allograft Rejection,3,0,0.8785,0.95087,0.9790836304347826,False
GO_BP_2023,Pyruvate Metabolic Process (GO:0006090),3,0,0.32021,0.95088,0.9156606246514224,False
GO_BP_2023,Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010640),3,0,0.70032,0.95088,0.9757301514332072,False
GO_BP_2023,Negative Regulation Of Execution Phase Of Apoptosis (GO:1900118),3,0,0.90875,0.95101,0.9882077941490498,False
GO_BP_2023,Regulation Of Intracellular Transport (GO:0032386),3,0,0.28523,0.95114,0.9142010813887308,False
GO_BP_2023,Regulation Of Membrane Depolarization (GO:0003254),3,0,0.76256,0.95117,0.9802537908820615,False
Reactome_2022,Regulation Of Gene Expression In Beta Cells R-HSA-210745,3,0,0.57241,0.95131,0.973169238476954,False
GO_BP_2023,Neural Tube Development (GO:0021915),3,0,0.90918,0.95156,0.9882077941490498,False
GO_BP_2023,"Negative Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900152)",3,0,0.734,0.9516,0.9633276891405044,False
GO_BP_2023,Response To Zinc Ion (GO:0010043),3,0,0.22728,0.95167,0.9600039730400852,False
Reactome_2022,RHOH GTPase Cycle R-HSA-9013407,3,0,0.90103,0.95176,0.9841249088178502,False
Reactome_2022,DNA Strand Elongation R-HSA-69190,3,0,0.73414,0.95186,0.9633276891405044,False
GO_BP_2023,Vacuole Fusion (GO:0097576),3,0,0.5864,0.95187,0.9533020999045498,False
GO_BP_2023,Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell (GO:0050911),3,0,0.83865,0.95195,0.9790836304347826,False
GO_BP_2023,Homologous Chromosome Pairing At Meiosis (GO:0007129),3,0,0.77492,0.952,0.9802537908820615,False
GO_BP_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),3,0,0.85371,0.95207,0.976142569832402,False
GO_BP_2023,Thymus Development (GO:0048538),3,0,0.59234,0.95261,0.9691778245983672,False
Reactome_2022,Establishment Of Sister Chromatid Cohesion R-HSA-2468052,3,0,0.74198,0.95278,0.9802537908820615,False
Reactome_2022,CD209 (DC-SIGN) Signaling R-HSA-5621575,3,0,0.72061,0.95289,0.9630497782415862,False
Reactome_2022,Lewis Blood Group Biosynthesis R-HSA-9037629,3,0,0.47227,0.95298,0.9722129199861448,False
Reactome_2022,Purine Ribonucleoside Monophosphate Biosynthesis R-HSA-73817,3,0,0.75312,0.95313,0.9802537908820615,False
GO_BP_2023,Ribosome Biogenesis (GO:0042254),3,0,0.4364,0.95316,0.9722129199861448,False
Reactome_2022,ADP Signaling Thru P2Y Purinoceptor 1 R-HSA-418592,3,0,0.53405,0.95327,0.9505385600553824,False
Reactome_2022,Mismatch Repair (MMR) Directed By MSH2:MSH3 (MutSbeta) R-HSA-5358606,3,0,0.91497,0.95349,0.9886370624999998,False
GO_BP_2023,Regulation Of Rho Protein Signal Transduction (GO:0035023),3,0,0.68793,0.95369,0.9757301514332072,False
GO_BP_2023,Nucleotide Biosynthetic Process (GO:0009165),3,0,0.6403,0.95378,0.9757301514332072,False
GO_BP_2023,Positive Regulation Of Transporter Activity (GO:0032411),3,0,0.81148,0.95379,0.9735073273837482,False
GO_BP_2023,DNA Deamination (GO:0045006),3,0,0.94042,0.95429,0.9900192061194956,False
GO_BP_2023,cGMP Metabolic Process (GO:0046068),3,0,0.84832,0.95458,0.976142569832402,False
Hallmark_2020,Coagulation,3,0,0.78302,0.95489,0.9803695523856368,False
Reactome_2022,Glucagon Signaling In Metabolic Regulation R-HSA-163359,3,0,0.89926,0.95493,0.9838880318006016,False
Reactome_2022,Zinc Influx Into Cells By SLC39 Gene Family R-HSA-442380,3,0,0.86442,0.95494,0.9872367447860676,False
GO_BP_2023,Positive Regulation Of T Cell Mediated Immunity (GO:0002711),3,0,0.41169,0.95498,0.9348970419426048,False
GO_BP_2023,Intracellular Monoatomic Ion Homeostasis (GO:0006873),3,0,0.83078,0.95516,0.975471787773933,False
GO_BP_2023,Purine Ribonucleotide Catabolic Process (GO:0009154),3,0,0.80789,0.95521,0.9722381323877068,False
Hallmark_2020,p53 Pathway,3,0,0.90964,0.95527,0.988274834578442,False
GO_BP_2023,Sensory Perception Of Smell (GO:0007608),3,0,0.87857,0.9553,0.9847726772346984,False
GO_BP_2023,Water Transport (GO:0006833),3,0,0.73829,0.95533,0.9802537908820615,False
Reactome_2022,Calnexin/calreticulin Cycle R-HSA-901042,3,0,0.87334,0.95535,0.977819322928116,False
GO_BP_2023,Protein Localization To Membrane (GO:0072657),3,0,0.90209,0.95547,0.9872367447860676,False
GO_BP_2023,Protein Insertion Into Mitochondrial Inner Membrane (GO:0045039),3,0,0.45535,0.9555,0.9393504765535644,False
GO_BP_2023,Meiosis I (GO:0007127),3,0,0.31547,0.95556,0.9142010813887308,False
GO_BP_2023,Cellular Lipid Catabolic Process (GO:0044242),3,0,0.57926,0.95561,0.9533020999045498,False
GO_BP_2023,Receptor Recycling (GO:0001881),3,0,0.66351,0.95582,0.959422346368715,False
GO_BP_2023,Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),3,0,0.77262,0.95589,0.9683909874415167,False
GO_BP_2023,Regulation Of Cytokine Production (GO:0001817),3,0,0.84888,0.95599,0.976142569832402,False
Reactome_2022,Triglyceride Metabolism R-HSA-8979227,3,0,0.85923,0.9562,0.9872367447860676,False
GO_BP_2023,cAMP-mediated Signaling (GO:0019933),3,0,0.83716,0.95621,0.9834332444444444,False
GO_BP_2023,Regulation Of Bone Remodeling (GO:0046850),3,0,0.19283,0.95637,0.9142010813887308,False
Reactome_2022,Oncogenic MAPK Signaling R-HSA-6802957,3,0,0.86788,0.95645,0.977819322928116,False
GO_BP_2023,Cellular Response To Interleukin-15 (GO:0071350),3,0,0.89544,0.9566,0.9872367447860676,False
GO_BP_2023,Interleukin-15-Mediated Signaling Pathway (GO:0035723),3,0,0.89544,0.9566,0.9872367447860676,False
GO_BP_2023,Iron Ion Transport (GO:0006826),3,0,0.93739,0.95683,0.9912444652128763,False
GO_BP_2023,Regulation Of B Cell Activation (GO:0050864),3,0,0.82623,0.95684,0.9865069984094524,False
GO_BP_2023,Response To Gamma Radiation (GO:0010332),3,0,0.84113,0.95687,0.976142569832402,False
GO_BP_2023,Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227),3,0,0.77896,0.95694,0.9695504643206256,False
Reactome_2022,Synthesis Of PA R-HSA-1483166,3,0,0.836,0.95699,0.9865069984094524,False
Reactome_2022,Telomere C-strand (Lagging Strand) Synthesis R-HSA-174417,3,0,0.4723,0.957,0.9393504765535644,False
GO_BP_2023,Peptide Metabolic Process (GO:0006518),3,0,0.49686,0.95716,0.9409529977794228,False
Hallmark_2020,Interferon Gamma Response,3,0,0.74799,0.95727,0.9802537908820615,False
Reactome_2022,Resolution Of Abasic Sites (AP Sites) R-HSA-73933,3,0,0.88026,0.95749,0.9872367447860676,False
GO_BP_2023,Golgi Organization (GO:0007030),3,0,0.85992,0.95767,0.9763535132723624,False
GO_BP_2023,Adherens Junction Organization (GO:0034332),3,0,0.81058,0.95775,0.9865069984094524,False
Reactome_2022,Mitochondrial tRNA Aminoacylation R-HSA-379726,3,0,0.86478,0.95775,0.9777277210128832,False
